Linea;Línea Unificada;Canal de distribución;Anio;Mes;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Anul Fact Kilos;Dev Irrecup Kilos;Dev Reparto Kilos
ARROZ;Arroz;Grandes Mayoristas;2017;Abril;16983004;17587198;1597095;1865047;0;1448;39840
ARROZ;Arroz;Grandes Mayoristas;2017;Mayo;25329967;14300372;2251710;1479630;0;851;38810
ARROZ;Arroz;Grandes Mayoristas;2017;Junio;16203114;10374647;1413820;1111358;0;2307;31360
ARROZ;Arroz;Grandes Mayoristas;2017;Julio;15246646;13963557;1343875;1465920;0;890;20915
ARROZ;Arroz;Grandes Mayoristas;2017;Agosto;17440577;10529768;1480045;1218647;0;1454;31985
ARROZ;Arroz;Grandes Mayoristas;2017;Septiembre;12768750;9058598;1076320;1081340;0;679;210
ARROZ;Arroz;Grandes Mayoristas;2017;Octubre;14187128;18371267;1163945;2249320;0;515;38300
ARROZ;Arroz;Grandes Mayoristas;2017;Noviembre;24595660;4515684;1912370;550635;0;840;58265
ARROZ;Arroz;Grandes Mayoristas;2017;Diciembre;12189680;14252798;943255;1732823;0;273;4580
ARROZ;Arroz;Grandes Mayoristas;2018;Enero;18942521;9539496;1464595;1158267;0;574;65200
ARROZ;Arroz;Grandes Mayoristas;2018;Febrero;12650473;4664447;1001285;544826;0;705;23635
ARROZ;Arroz;Grandes Mayoristas;2018;Marzo;15886741;16246944;1168680;1804435;0;1295;108585
ARROZ;Arroz;Grandes Mayoristas;2018;Abril;23755531;14199426;1705050;1748660;150;2271;29235
ARROZ;Arroz;Grandes Mayoristas;2018;Mayo;23679818;13712858;1717590;1391637;0;2363;48625
ARROZ;Arroz;Grandes Mayoristas;2018;Junio;21611444;16222597;1481420;1599774;18525;596;43890
ARROZ;Arroz;Grandes Mayoristas;2018;Julio;22261182;11545313;1431460;1158010;0;671;15695
ARROZ;Arroz;Grandes Mayoristas;2018;Agosto;29821475;25829969;1826805;2165169;0;1521;15500
ARROZ;Arroz;Grandes Mayoristas;2018;Septiembre;29720279;16263920;1670665;1405921;0;215;4410
ARROZ;Arroz;Grandes Mayoristas;2018;Octubre;33782649;12774033;1500880;1096737;0;680;17184
ARROZ;Arroz;Grandes Mayoristas;2018;Noviembre;37165844;19375549;1585515;1625948;9750;678;31365
ARROZ;Arroz;Grandes Mayoristas;2018;Diciembre;27406942;18410010;1161305;1568223;0;118;205
ARROZ;Arroz;Grandes Mayoristas;2019;Enero;33851887;17312839;1452435;1463891;0;394;4510
ARROZ;Arroz;Grandes Mayoristas;2019;Febrero;36956353;25584261;1560780;1798655;0;126;36875
ARROZ;Arroz;Grandes Mayoristas;2019;Marzo;29437366;35909841;1252095;2391425;0;307;13275
ARROZ;Arroz;Grandes Mayoristas;2019;Abril;51607727;18677068;2133812;1174319;0;806;85725
ARROZ;Arroz;Grandes Mayoristas;2019;Mayo;42302403;27636516;1627020;1959397;0;933;56635
ARROZ;Arroz;Grandes Mayoristas;2019;Junio;61023072;25336436;2186447;1853092;35425;80;5500
ARROZ;Arroz;Grandes Mayoristas;2019;Julio;52202756;11775691;1882790;868998;0;911;86110
ARROZ;Arroz;Grandes Mayoristas;2019;Agosto;35321020;11981825;1238585;878739;0;322;60875
ARROZ;Arroz;Grandes Mayoristas;2019;Septiembre;32736409;23183593;1005155;1435721;0;654;14365
ARROZ;Arroz;Grandes Mayoristas;2019;Octubre;72379792;29829765;1914940;1688071;0;300;1365
ARROZ;Arroz;Grandes Mayoristas;2019;Noviembre;39683534;5039665;946230;257792;0;148;3260
ARROZ;Arroz;Grandes Mayoristas;2019;Diciembre;29550956;27615331;661485;1604904;0;897;13070
ARROZ;Arroz;Grandes Mayoristas;2020;Enero;56099584;1087302;1278425;-30672;26500;62;17150
ARROZ;Arroz;Grandes Mayoristas;2020;Febrero;0;-764787;0;-50894;0;1669;49225
ARROZ;Arroz;Grandes Mayoristas;2020;Marzo;0;-937;0;-42;0;37;5
ARROZ;Arroz;Mayoristas;2017;Enero;1971342;1361346;196060;180256;0;69;20
ARROZ;Arroz;Mayoristas;2017;Febrero;1890250;1530466;193940;197130;0;40;1961
ARROZ;Arroz;Mayoristas;2017;Marzo;2695959;1979937;264415;195267;0;153;45
ARROZ;Arroz;Mayoristas;2017;Abril;1577679;2252866;143170;228950;0;100;2615
ARROZ;Arroz;Mayoristas;2017;Mayo;2570722;1640115;245190;174946;0;118;362
ARROZ;Arroz;Mayoristas;2017;Junio;2591762;2166018;233430;213776;0;154;1020
ARROZ;Arroz;Mayoristas;2017;Julio;2313364;3486676;224850;329824;0;111;75
ARROZ;Arroz;Mayoristas;2017;Agosto;2292061;1006523;206835;104407;0;63;101
ARROZ;Arroz;Mayoristas;2017;Septiembre;2754579;2052623;232985;260148;0;83;1290
ARROZ;Arroz;Mayoristas;2017;Octubre;2035510;1896810;176310;243980;0;38;137
ARROZ;Arroz;Mayoristas;2017;Noviembre;2384715;1662970;197255;212764;0;111;120
ARROZ;Arroz;Mayoristas;2017;Diciembre;2200727;1074828;174585;126409;0;22;45
ARROZ;Arroz;Mayoristas;2018;Enero;1762626;1740984;131780;227933;0;38;505
ARROZ;Arroz;Mayoristas;2018;Febrero;2442456;993468;188280;115237;0;83;3060
ARROZ;Arroz;Mayoristas;2018;Marzo;2366956;1466444;177460;176981;0;604;8285
ARROZ;Arroz;Mayoristas;2018;Abril;2524163;1231033;192165;163782;0;58;5
ARROZ;Arroz;Mayoristas;2018;Mayo;2613107;2693168;190725;281139;0;117;135
ARROZ;Arroz;Mayoristas;2018;Junio;2797137;2360792;210225;241309;0;417;35
ARROZ;Arroz;Mayoristas;2018;Julio;3720153;1310221;248190;139667;0;103;590
ARROZ;Arroz;Mayoristas;2018;Agosto;3436360;3136051;218950;286933;200;48;1379
ARROZ;Arroz;Mayoristas;2018;Septiembre;3689235;1935171;219260;166342;0;103;225
ARROZ;Arroz;Mayoristas;2018;Octubre;3656928;1842883;163620;160108;0;82;7840
ARROZ;Arroz;Mayoristas;2018;Noviembre;4106333;2455263;188060;227249;0;46;10
ARROZ;Arroz;Mayoristas;2018;Diciembre;4536582;1858610;216800;163703;0;227;1145
ARROZ;Arroz;Mayoristas;2019;Enero;4884013;2707601;226785;248715;0;655;45
ARROZ;Arroz;Mayoristas;2019;Febrero;4070380;3515274;186300;313191;0;35;860
ARROZ;Arroz;Mayoristas;2019;Marzo;6131259;3470942;271655;236943;0;232;226
ARROZ;Arroz;Mayoristas;2019;Abril;6384900;3143649;272205;249813;0;88;95
ARROZ;Arroz;Mayoristas;2019;Mayo;7473934;2587267;290235;189823;0;172;80
ARROZ;Arroz;Mayoristas;2019;Junio;4396562;2447851;176274;179105;0;224;1075
ARROZ;Arroz;Mayoristas;2019;Julio;5089086;4245641;196870;339487;0;39;100
ARROZ;Arroz;Mayoristas;2019;Agosto;8490954;2844408;334525;212858;0;56;247
ARROZ;Arroz;Mayoristas;2019;Septiembre;6437801;3643703;199955;234342;0;28;130
ARROZ;Arroz;Mayoristas;2019;Octubre;8375209;3313250;237065;188654;0;1;81
ARROZ;Arroz;Mayoristas;2019;Noviembre;6643979;3596520;171995;202855;0;20;5
ARROZ;Arroz;Mayoristas;2019;Diciembre;9481593;3442241;228325;197009;0;52;230
ARROZ;Arroz;Mayoristas;2020;Enero;4927261;-141882;118010;-10387;0;2;9525
ARROZ;Arroz;Mayoristas;2020;Febrero;0;-1118;0;-75;0;65;10
ARROZ;Arroz;Distribuidores Golosineros;2017;Enero;63291;50957;5885;7300;0;0;100
ARROZ;Arroz;Distribuidores Golosineros;2017;Febrero;108142;64014;10365;7615;0;0;5
ARROZ;Arroz;Distribuidores Golosineros;2017;Marzo;109202;110758;9840;11980;0;0;0
ARROZ;Arroz;Distribuidores Golosineros;2017;Abril;124170;134462;11710;16915;0;0;5
ARROZ;Arroz;Distribuidores Golosineros;2017;Mayo;150025;89293;14270;10080;0;0;50
ARROZ;Arroz;Distribuidores Golosineros;2017;Junio;97450;138735;8570;12930;0;0;0
ARROZ;Arroz;Distribuidores Golosineros;2017;Julio;179457;125631;16605;13355;0;0;0
ARROZ;Arroz;Distribuidores Golosineros;2017;Agosto;103009;57976;8805;6671;0;4;5
ARROZ;Arroz;Distribuidores Golosineros;2017;Septiembre;62843;22919;4915;2790;0;0;0
ARROZ;Arroz;Distribuidores Golosineros;2017;Octubre;43787;115193;3325;13300;0;0;15
ARROZ;Arroz;Distribuidores Golosineros;2017;Noviembre;288017;108372;22180;12870;0;0;0
ARROZ;Arroz;Distribuidores Golosineros;2017;Diciembre;42716;-16884;3270;-1515;3830;0;35
ARROZ;Arroz;Distribuidores Golosineros;2018;Enero;116465;117352;9200;14635;0;0;30
ARROZ;Arroz;Distribuidores Golosineros;2018;Febrero;171467;73855;13305;10250;0;0;975
ARROZ;Arroz;Distribuidores Golosineros;2018;Marzo;148592;79227;11030;10155;0;0;2050
ARROZ;Arroz;Distribuidores Golosineros;2018;Abril;231274;102093;17380;17355;0;0;20
ARROZ;Arroz;Distribuidores Golosineros;2018;Mayo;125719;169086;9255;18370;0;0;5
ARROZ;Arroz;Distribuidores Golosineros;2018;Junio;354974;203344;25605;21045;0;0;1525
ARROZ;Arroz;Distribuidores Golosineros;2018;Julio;277367;149093;18925;15910;0;5;200
ARROZ;Arroz;Distribuidores Golosineros;2018;Agosto;263492;242947;15775;21249;0;1;5
ARROZ;Arroz;Distribuidores Golosineros;2018;Septiembre;393227;273346;22070;24080;0;0;200
ARROZ;Arroz;Distribuidores Golosineros;2018;Octubre;410106;124009;18445;8235;0;0;5
ARROZ;Arroz;Distribuidores Golosineros;2018;Noviembre;290492;96649;12820;8275;0;0;0
ARROZ;Arroz;Distribuidores Golosineros;2018;Diciembre;171150;109157;7780;9575;0;0;60
ARROZ;Arroz;Distribuidores Golosineros;2019;Enero;277017;161272;12645;15730;0;0;10
ARROZ;Arroz;Distribuidores Golosineros;2019;Febrero;366548;145903;16395;18349;0;1;0
ARROZ;Arroz;Distribuidores Golosineros;2019;Marzo;557526;278950;23585;23130;0;0;10
ARROZ;Arroz;Distribuidores Golosineros;2019;Abril;660259;311905;26995;34160;0;0;60
ARROZ;Arroz;Distribuidores Golosineros;2019;Mayo;1312842;584359;48885;39810;0;0;1065
ARROZ;Arroz;Distribuidores Golosineros;2019;Junio;574132;370998;21740;26023;0;2;985
ARROZ;Arroz;Distribuidores Golosineros;2019;Julio;524858;158636;20250;11490;0;0;380
ARROZ;Arroz;Distribuidores Golosineros;2019;Agosto;504825;235571;16520;17270;0;0;515
ARROZ;Arroz;Distribuidores Golosineros;2019;Septiembre;481484;249889;14500;29790;0;0;310
ARROZ;Arroz;Distribuidores Golosineros;2019;Octubre;1364151;760490;37780;23900;580;0;60
ARROZ;Arroz;Distribuidores Golosineros;2019;Noviembre;1286483;1412186;31380;74150;0;0;0
ARROZ;Arroz;Distribuidores Golosineros;2019;Diciembre;4779943;2089621;112600;110005;0;0;985
ARROZ;Arroz;Distribuidores Golosineros;2020;Enero;2100776;-307;49345;-280;0;0;15
ARROZ;Arroz;Distribuidores Golosineros;2020;Febrero;0;-102;0;-5;0;0;5
ARROZ;Arroz;No Tradicionales / Especiales;2017;Enero;19784;6564;1730;852;0;43;0
ARROZ;Arroz;No Tradicionales / Especiales;2017;Febrero;40067;37516;4040;5015;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2017;Marzo;44763;29274;4420;3715;0;0;5
ARROZ;Arroz;No Tradicionales / Especiales;2017;Abril;45918;37734;4325;4584;0;127;70
ARROZ;Arroz;No Tradicionales / Especiales;2017;Mayo;34785;20394;2464;1750;0;4;45
ARROZ;Arroz;No Tradicionales / Especiales;2017;Junio;10986;7277;840;705;0;0;70
ARROZ;Arroz;No Tradicionales / Especiales;2017;Julio;9751;9402;765;1004;0;1;20
ARROZ;Arroz;No Tradicionales / Especiales;2017;Agosto;26093;11060;1940;1335;0;0;355
ARROZ;Arroz;No Tradicionales / Especiales;2017;Septiembre;3358;3418;230;415;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2017;Octubre;6154;1487;405;245;0;0;50
ARROZ;Arroz;No Tradicionales / Especiales;2017;Noviembre;6755;4660;395;475;0;0;5
ARROZ;Arroz;No Tradicionales / Especiales;2017;Diciembre;3021;3998;180;340;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2018;Enero;7816;1932;465;208;0;13;0
ARROZ;Arroz;No Tradicionales / Especiales;2018;Febrero;16311;7872;1005;835;0;0;85
ARROZ;Arroz;No Tradicionales / Especiales;2018;Marzo;3671;3456;210;340;0;0;10
ARROZ;Arroz;No Tradicionales / Especiales;2018;Abril;8172;4083;475;520;0;0;70
ARROZ;Arroz;No Tradicionales / Especiales;2018;Mayo;8628;3967;515;495;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2018;Junio;24305;11774;1455;1215;0;0;75
ARROZ;Arroz;No Tradicionales / Especiales;2018;Julio;17383;5422;770;450;0;0;415
ARROZ;Arroz;No Tradicionales / Especiales;2018;Agosto;11950;5392;590;403;0;18;5
ARROZ;Arroz;No Tradicionales / Especiales;2018;Septiembre;6057;2879;215;215;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2018;Octubre;10510;6187;370;460;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2018;Noviembre;27706;14707;1130;1215;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2018;Diciembre;6952;1500;265;135;0;0;5
ARROZ;Arroz;No Tradicionales / Especiales;2019;Enero;89129;65988;5390;5480;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2019;Febrero;7773;4911;280;540;0;0;80
ARROZ;Arroz;No Tradicionales / Especiales;2019;Marzo;46529;12376;1730;960;0;0;400
ARROZ;Arroz;No Tradicionales / Especiales;2019;Abril;15804;12674;485;1010;0;0;20
ARROZ;Arroz;No Tradicionales / Especiales;2019;Mayo;34109;8291;975;335;0;0;50
ARROZ;Arroz;No Tradicionales / Especiales;2019;Junio;23444;9870;655;660;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2019;Julio;11758;4898;345;330;0;0;5
ARROZ;Arroz;No Tradicionales / Especiales;2019;Agosto;50790;27142;1435;1770;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2019;Septiembre;52865;17743;1255;939;0;17;230
ARROZ;Arroz;No Tradicionales / Especiales;2019;Octubre;59265;4613;1560;1180;0;0;1070
ARROZ;Arroz;No Tradicionales / Especiales;2019;Noviembre;75941;16657;2025;1010;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2019;Diciembre;44582;18973;1145;1145;0;0;0
ARROZ;Arroz;No Tradicionales / Especiales;2020;Enero;6884;1980;100;100;0;0;0
ARROZ;Arroz;Fleteros;2017;Enero;704;491;57;60;0;0;0
ARROZ;Arroz;Fleteros;2017;Febrero;5534;3801;339;346;0;0;0
ARROZ;Arroz;Fleteros;2017;Marzo;86;35;10;0;0;0;0
ARROZ;Arroz;Fleteros;2017;Abril;23;18;2;2;0;0;0
ARROZ;Arroz;Fleteros;2017;Mayo;347;244;30;30;0;0;0
ARROZ;Arroz;Fleteros;2017;Junio;1134;809;83;83;0;0;0
ARROZ;Arroz;Fleteros;2017;Julio;940;670;80;75;0;0;5
ARROZ;Arroz;Fleteros;2017;Agosto;366;244;30;30;0;0;0
ARROZ;Arroz;Fleteros;2017;Septiembre;1669;1053;123;123;0;0;0
ARROZ;Arroz;Fleteros;2017;Octubre;582;367;41;41;0;0;0
ARROZ;Arroz;Fleteros;2017;Noviembre;712;444;56;56;0;0;0
ARROZ;Arroz;Fleteros;2017;Diciembre;431;249;30;30;0;0;0
ARROZ;Arroz;Fleteros;2018;Enero;2009;1116;120;120;0;0;0
ARROZ;Arroz;Fleteros;2018;Marzo;819;459;59;59;0;0;0
ARROZ;Arroz;Fleteros;2018;Abril;0;-86;0;-8;0;8;0
ARROZ;Arroz;Fleteros;2018;Mayo;192;121;10;10;0;0;0
ARROZ;Arroz;Fleteros;2018;Junio;13507;9102;915;915;0;0;0
ARROZ;Arroz;Fleteros;2018;Julio;2783;1554;155;155;0;0;0
ARROZ;Arroz;Fleteros;2018;Agosto;9640;6091;545;505;0;5;35
ARROZ;Arroz;Fleteros;2018;Septiembre;856;351;24;24;0;0;0
ARROZ;Arroz;Fleteros;2018;Octubre;2068;873;60;60;0;0;0
ARROZ;Arroz;Fleteros;2018;Noviembre;5132;1706;191;136;0;0;55
ARROZ;Arroz;Fleteros;2018;Diciembre;3434;1424;110;100;0;0;10
ARROZ;Arroz;Fleteros;2019;Enero;205;79;5;5;0;0;0
ARROZ;Arroz;Fleteros;2019;Febrero;2284;627;85;50;0;0;35
ARROZ;Arroz;Fleteros;2019;Marzo;583;304;15;15;0;0;0
ARROZ;Arroz;Fleteros;2019;Abril;2695;754;81;46;0;0;40
ARROZ;Arroz;Fleteros;2019;Mayo;8144;4008;185;185;0;0;0
ARROZ;Arroz;Fleteros;2019;Junio;3573;1723;110;110;0;0;0
ARROZ;Arroz;Fleteros;2019;Julio;3510;1627;115;110;0;0;0
ARROZ;Arroz;Fleteros;2019;Agosto;4224;1863;145;145;0;0;0
ARROZ;Arroz;Fleteros;2019;Septiembre;538;205;17;17;0;0;0
ARROZ;Arroz;Fleteros;2019;Octubre;3737;1563;89;89;0;0;0
ARROZ;Arroz;Fleteros;2019;Noviembre;7374;4255;220;220;0;0;0
ARROZ;Arroz;Fleteros;2019;Diciembre;8965;3937;205;205;0;0;0
ARROZ;Arroz;Fleteros;2020;Enero;1546;507;35;35;0;0;0
ARROZ;Arroz;Contaduria;2017;Enero;4125;3133;332;332;0;0;0
ARROZ;Arroz;Contaduria;2017;Febrero;4740;4101;399;466;0;0;3
ARROZ;Arroz;Contaduria;2017;Marzo;4203;4112;331;404;0;0;0
ARROZ;Arroz;Contaduria;2017;Abril;961;2077;90;273;0;0;0
ARROZ;Arroz;Contaduria;2017;Mayo;4708;14358;445;1450;0;0;5
ARROZ;Arroz;Contaduria;2017;Junio;15947;4787;1218;442;0;0;0
ARROZ;Arroz;Contaduria;2017;Julio;31842;26691;2454;2531;0;0;0
ARROZ;Arroz;Contaduria;2017;Agosto;98729;86676;7454;7963;0;0;0
ARROZ;Arroz;Contaduria;2017;Septiembre;122230;93255;10475;10540;0;0;0
ARROZ;Arroz;Contaduria;2017;Octubre;27122;21205;2473;2547;0;0;0
ARROZ;Arroz;Contaduria;2017;Noviembre;9154;7242;587;738;0;0;0
ARROZ;Arroz;Contaduria;2017;Diciembre;1120;1070;71;111;0;0;0
ARROZ;Arroz;Contaduria;2018;Enero;4816;3004;315;315;0;0;0
ARROZ;Arroz;Contaduria;2018;Febrero;590;743;41;89;0;0;0
ARROZ;Arroz;Contaduria;2018;Marzo;5548;3106;334;326;0;0;0
ARROZ;Arroz;Contaduria;2018;Abril;1621;960;100;100;0;0;0
ARROZ;Arroz;Contaduria;2018;Mayo;6447;4589;388;392;0;0;0
ARROZ;Arroz;Contaduria;2018;Junio;120488;5481;8970;466;0;0;0
ARROZ;Arroz;Contaduria;2018;Julio;74383;920;5601;89;0;0;0
ARROZ;Arroz;Contaduria;2018;Agosto;8441;6494;505;877;0;0;8
ARROZ;Arroz;Contaduria;2018;Septiembre;27714;7314;1256;530;0;0;0
ARROZ;Arroz;Contaduria;2018;Octubre;3235;1694;132;132;0;0;0
ARROZ;Arroz;Contaduria;2018;Noviembre;2207;1248;83;88;0;0;0
ARROZ;Arroz;Contaduria;2018;Diciembre;129069;39378;7174;3269;0;0;3900
ARROZ;Arroz;Contaduria;2019;Enero;15603;7846;550;557;0;0;0
ARROZ;Arroz;Contaduria;2019;Febrero;198195;1423;5932;103;0;0;0
ARROZ;Arroz;Contaduria;2019;Marzo;15739;10970;560;560;0;0;0
ARROZ;Arroz;Contaduria;2019;Abril;58974;677;3867;39;0;0;19
ARROZ;Arroz;Contaduria;2019;Mayo;4379;2514;155;153;0;0;0
ARROZ;Arroz;Contaduria;2019;Junio;40527;15153;1147;1072;0;0;0
ARROZ;Arroz;Contaduria;2019;Julio;228025;1699;18438;119;0;0;6
ARROZ;Arroz;Contaduria;2019;Agosto;45456;1757;3988;106;0;0;13
ARROZ;Arroz;Contaduria;2019;Septiembre;35141;26092;1074;1134;0;0;10
ARROZ;Arroz;Contaduria;2019;Octubre;3565;2144;124;-378;0;0;4
ARROZ;Arroz;Contaduria;2019;Noviembre;69403;38384;1408;1359;0;0;0
ARROZ;Arroz;Contaduria;2019;Diciembre;5697;-24699;129;-954;1075;0;0
ARROZ;Arroz;Contaduria;2020;Enero;2326;0;70;0;0;0;0
ARROZ;Arroz;Contaduria;2021;Febrero;1294;0;50;0;0;0;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Enero;11831502;5489781;111898;100801;0;166;1311
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Febrero;6554606;4196117;60168;59345;0;160;1433
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Marzo;12936338;6206008;125551;112204;0;164;246
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Abril;4629387;2418428;43975;38558;0;159;1407
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Mayo;1631500;1213698;12817;14910;0;100;44
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Junio;1735895;1001370;13639;9835;0;127;6
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Julio;1198879;725018;9189;8643;744;31;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Agosto;2035649;1420624;15570;15671;0;56;96
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Septiembre;1659399;1189394;12697;14562;0;9;233
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Octubre;2614943;1384555;19967;16910;0;13;188
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Noviembre;1268261;1250485;9727;15310;0;16;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2017;Diciembre;2219628;757180;16936;8481;0;32;86
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Enero;2095581;1124975;13391;14217;0;53;2054
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Febrero;2205709;1151055;14095;11534;0;11;14
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Marzo;1341121;1404678;8099;14823;665;54;76
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Abril;1226587;1548864;7012;6054;0;9;86
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Mayo;2794078;893363;15016;6091;259;67;7
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Junio;505864;243623;2257;1488;0;32;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Julio;899067;774527;4014;6054;0;19;1115
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Agosto;2020477;1120971;9176;7332;0;62;20
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Septiembre;2706398;1349947;10894;10513;0;74;14
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Octubre;3829738;2545342;14382;14860;0;68;35
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Noviembre;2369001;1434983;8868;7853;0;28;154
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2018;Diciembre;1787032;1602684;6745;8346;0;21;357
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Enero;3914091;2166015;14734;12323;0;109;300
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Febrero;1265999;1237832;4851;7746;0;207;158
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Marzo;316201;154511;1143;-2663;0;139;7
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Abril;0;0;0;-510;0;124;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Mayo;0;-1124;0;-6;0;6;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Junio;0;-1815;0;-10;0;10;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Julio;0;-212;0;-1;0;1;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Agosto;0;-6571;0;-34;0;34;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Septiembre;0;-594;0;-3;0;3;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Noviembre;0;-1355;0;-7;0;7;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2019;Diciembre;0;0;0;0;0;5;0
RTEC (Cereales Estuches);Cereales;Cadenas de Supermercados;2020;Enero;0;-5638;0;-31;0;31;0
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Enero;781996;591054;7912;10330;0;110;67
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Febrero;910831;737401;9455;12057;0;100;106
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Marzo;2037220;1149637;22076;20197;0;228;209
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Abril;995783;357339;10120;4003;0;788;66
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Mayo;289522;215673;2611;2699;0;192;94
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Junio;266720;138616;2453;1843;0;717;0
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Julio;500305;285511;4260;3559;0;277;0
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Agosto;213957;166629;1970;2041;0;312;87
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Septiembre;153546;82396;1339;1284;0;401;0
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Octubre;250849;162012;2285;1862;0;264;7
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Noviembre;245085;156020;2233;1896;0;200;0
RTEC (Cereales Estuches);Cereales;Distribuidores;2017;Diciembre;248454;205760;2278;2563;0;246;0
RTEC (Cereales Estuches);Cereales;Distribuidores;2018;Enero;153970;50808;1357;695;0;286;13
RTEC (Cereales Estuches);Cereales;Distribuidores;2018;Febrero;162189;119031;1240;1073;0;114;27
RTEC (Cereales Estuches);Cereales;Distribuidores;2018;Marzo;222240;191008;1683;2378;0;193;14
RTEC (Cereales Estuches);Cereales;Distribuidores;2018;Abril;346019;137707;2498;1589;0;54;0
RTEC (Cereales Estuches);Cereales;Distribuidores;2018;Mayo;231641;116255;1419;1457;0;89;194
RTEC (Cereales Estuches);Cereales;Distribuidores;2018;Junio;232949;176101;1305;1600;0;126;194
RTEC (Cereales Estuches);Cereales;Distribuidores;2018;Julio;338884;152820;1832;1208;0;74;0
RTEC (Cereales Estuches);Cereales;Distribuidores;2018;Agosto;245659;189457;1310;1502;0;102;0
